,AIRPORTS,MONTH,YEAR,PAX,MOVEMENTS,CARGO (KG)
526,TENERIFE NORTE-C. LA LAGUNA,11,2010,304759,4728,1541152
527,TENERIFE SUR,11,2010,694171,4791,388210
528,VALENCIA,11,2010,386852,6606,1105527
529,VALLADOLID,11,2010,23323,609,5513
530,VIGO,11,2010,85199,1225,106048
531,VITORIA,11,2010,1588,450,2561782
532,ZARAGOZA,11,2010,54894,1125,3799096
533,A CORUÑA,12,2010,78011,1273,28869
534,ADOLFO SUAREZ MADRID-BARAJAS,12,2010,3602313,33195,36975090
535,ALBACETE,12,2010,467,70,0
536,ALGECIRAS-HELIPUERTO,12,2010,2116,232,0
537,ALICANTE-ELCHE,12,2010,479380,4295,237426
538,ALMERIA,12,2010,42053,977,896
539,ASTURIAS,12,2010,91720,1176,8530
540,BADAJOZ,12,2010,3569,241,0
541,BARCELONA-EL PRAT J.T.,12,2010,2076403,21239,8569537
542,BILBAO,12,2010,255538,3767,183512
543,BURGOS,12,2010,1829,177,0
544,CEUTA-HELIPUERTO,12,2010,3417,391,61
545,CORDOBA,12,2010,253,412,0
546,EL HIERRO,12,2010,13806,324,13458
547,FGL GRANADA-JAEN,12,2010,64927,940,3705
548,FUERTEVENTURA,12,2010,319184,3251,155074
549,GIRONA-COSTA BRAVA,12,2010,191540,1986,15574
550,GRAN CANARIA,12,2010,879619,9099,2359804
551,HUESCA-PIRINEOS,12,2010,0,201,0
552,IBIZA,12,2010,105676,1862,163595
553,JEREZ DE LA FRONTERA,12,2010,44949,1825,9268
554,LA GOMERA,12,2010,1891,121,621
555,LA PALMA,12,2010,77620,1389,76083
556,LANZAROTE-CESAR MANRIQUE,12,2010,362269,3715,243875
557,LEON,12,2010,5695,287,285
558,LOGROÑO,12,2010,965,194,0
559,MADRID-CUATRO VIENTOS,12,2010,15,2383,0
560,MADRID-TORREJON,12,2010,2125,954,10
561,MALAGA-COSTA DEL SOL,12,2010,606097,6198,245826
562,MELILLA,12,2010,24662,697,27718
563,MENORCA,12,2010,63670,1239,146619
564,MURCIA-SAN JAVIER,12,2010,29072,483,23
565,PALMA DE MALLORCA,12,2010,719790,7887,1238604
566,PAMPLONA,12,2010,17041,628,3357
567,REUS,12,2010,28304,1323,26411
568,SABADELL,12,2010,0,2498,0
569,SALAMANCA,12,2010,2004,481,0
570,SAN SEBASTIAN,12,2010,18181,580,619
571,SANTIAGO-ROSALIA DE CASTRO,12,2010,169237,1714,178509
572,SEVE BALLESTEROS-SANTANDER,12,2010,58894,1085,0
573,SEVILLA,12,2010,328682,4295,378895
574,SON BONET,12,2010,0,591,0
575,TENERIFE NORTE-C. LA LAGUNA,12,2010,326204,4844,1472919
576,TENERIFE SUR,12,2010,645016,4771,403183
577,VALENCIA,12,2010,332301,5811,858357
578,VALLADOLID,12,2010,19169,517,5113
579,VIGO,12,2010,77226,1089,79638
580,VITORIA,12,2010,1748,528,2658797
581,ZARAGOZA,12,2010,48618,865,3199918
582,A CORUÑA,1,2011,74812,1299,23031
583,ADOLFO SUAREZ MADRID-BARAJAS,1,2011,3570127,34325,30551686
584,ALBACETE,1,2011,404,73,0
585,ALGECIRAS-HELIPUERTO,1,2011,2133,226,0
586,ALICANTE-ELCHE,1,2011,481571,4359,226502
587,ALMERIA,1,2011,40845,1077,446
588,ASTURIAS,1,2011,87800,1237,6848
589,BADAJOZ,1,2011,3217,182,0
590,BARCELONA-EL PRAT J.T.,1,2011,2006841,21589,7796610
591,BILBAO,1,2011,240593,3802,199940
592,BURGOS,1,2011,1253,157,0
593,CEUTA-HELIPUERTO,1,2011,3639,383,95
594,CORDOBA,1,2011,514,536,0
595,EL HIERRO,1,2011,11842,327,10447
596,FGL GRANADA-JAEN,1,2011,65285,979,2568
597,FUERTEVENTURA,1,2011,360082,3296,124938
598,GIRONA-COSTA BRAVA,1,2011,189796,2060,14167
599,GRAN CANARIA,1,2011,911413,9247,1835258
600,HUESCA-PIRINEOS,1,2011,1147,181,0
601,IBIZA,1,2011,100214,1887,142055
602,JEREZ DE LA FRONTERA,1,2011,43007,2366,6395
603,LA GOMERA,1,2011,2021,132,606
604,LA PALMA,1,2011,80106,1473,99918
605,LANZAROTE-CESAR MANRIQUE,1,2011,398288,3833,214213
606,LEON,1,2011,5844,349,394
607,LOGROÑO,1,2011,1089,171,0
608,MADRID-CUATRO VIENTOS,1,2011,1,2602,0
609,MADRID-TORREJON,1,2011,1934,817,0
610,MALAGA-COSTA DEL SOL,1,2011,589994,6329,228526
611,MELILLA,1,2011,21909,724,22474
612,MENORCA,1,2011,57265,1137,121900
613,MURCIA-SAN JAVIER,1,2011,29238,486,104
614,PALMA DE MALLORCA,1,2011,683134,7778,1085982
615,PAMPLONA,1,2011,16368,689,17242
616,REUS,1,2011,23793,1126,14859
617,SABADELL,1,2011,0,2747,0
618,SALAMANCA,1,2011,1730,506,0
619,SAN SEBASTIAN,1,2011,17349,603,934
620,SANTIAGO-ROSALIA DE CASTRO,1,2011,148050,1676,166816
621,SEVE BALLESTEROS-SANTANDER,1,2011,56662,1177,0
622,SEVILLA,1,2011,308230,4239,390403
623,SON BONET,1,2011,0,804,0
624,TENERIFE NORTE-C. LA LAGUNA,1,2011,304330,4766,1131901
625,TENERIFE SUR,1,2011,718179,4898,376153
626,VALENCIA,1,2011,318418,6037,825626
627,VALLADOLID,1,2011,20993,551,16169
628,VIGO,1,2011,72206,1118,97840
629,VITORIA,1,2011,1684,520,2218368
630,ZARAGOZA,1,2011,44184,885,2815162
631,A CORUÑA,2,2011,76285,1199,14828
632,ADOLFO SUAREZ MADRID-BARAJAS,2,2011,3398325,32533,31973824
633,ALBACETE,2,2011,688,120,0
634,ALGECIRAS-HELIPUERTO,2,2011,2213,228,0
635,ALICANTE-ELCHE,2,2011,523208,4388,226947
636,ALMERIA,2,2011,58962,1217,635
637,ASTURIAS,2,2011,96058,1330,6936
638,BADAJOZ,2,2011,4213,228,0
639,BARCELONA-EL PRAT J.T.,2,2011,2086097,21251,7102819
640,BILBAO,2,2011,258545,4000,226317
641,BURGOS,2,2011,1718,264,308
642,CEUTA-HELIPUERTO,2,2011,3636,396,247
643,CORDOBA,2,2011,581,622,0
644,EL HIERRO,2,2011,12229,331,11133
645,FGL GRANADA-JAEN,2,2011,68689,1122,1370
646,FUERTEVENTURA,2,2011,386537,3317,134029
647,GIRONA-COSTA BRAVA,2,2011,197228,1987,18284
648,GRAN CANARIA,2,2011,902461,8878,2014489
649,HUESCA-PIRINEOS,2,2011,1206,414,0
650,IBIZA,2,2011,108292,1903,148306
651,JEREZ DE LA FRONTERA,2,2011,55068,3345,11488
652,LA GOMERA,2,2011,2022,132,825
653,LA PALMA,2,2011,78504,1418,79250
654,LANZAROTE-CESAR MANRIQUE,2,2011,413146,3587,209437
655,LEON,2,2011,5308,396,410
656,LOGROÑO,2,2011,1133,133,0
657,MADRID-CUATRO VIENTOS,2,2011,19,3556,0
658,MADRID-TORREJON,2,2011,2143,913,0
659,MALAGA-COSTA DEL SOL,2,2011,639460,6224,232737
660,MELILLA,2,2011,20349,673,21962
661,MENORCA,2,2011,66196,1192,119091
662,MURCIA-SAN JAVIER,2,2011,31451,487,116
663,PALMA DE MALLORCA,2,2011,729659,7700,1098436
664,PAMPLONA,2,2011,18165,725,373
665,REUS,2,2011,22553,1284,9048
666,SABADELL,2,2011,0,2540,0
667,SALAMANCA,2,2011,1791,839,0
668,SAN SEBASTIAN,2,2011,19320,582,1080
669,SANTIAGO-ROSALIA DE CASTRO,2,2011,147012,1632,174958
670,SEVE BALLESTEROS-SANTANDER,2,2011,61571,1177,0
671,SEVILLA,2,2011,335494,4387,387336
672,SON BONET,2,2011,0,752,0
673,TENERIFE NORTE-C. LA LAGUNA,2,2011,288735,4538,1103904
674,TENERIFE SUR,2,2011,717761,4751,368682
675,VALENCIA,2,2011,330173,5987,797662
676,VALLADOLID,2,2011,28069,653,466
677,VIGO,2,2011,69733,1174,150307
678,VITORIA,2,2011,6142,557,2184100
679,ZARAGOZA,2,2011,52325,929,2278039
680,A CORUÑA,3,2011,91762,1538,22171
681,ADOLFO SUAREZ MADRID-BARAJAS,3,2011,4043816,36993,36058395
682,ALBACETE,3,2011,1243,92,0
683,ALGECIRAS-HELIPUERTO,3,2011,3206,296,200
684,ALICANTE-ELCHE,3,2011,666782,5316,284838
685,ALMERIA,3,2011,74589,1302,400
686,ASTURIAS,3,2011,123915,1484,11746
687,BADAJOZ,3,2011,5158,192,0
688,BARCELONA-EL PRAT J.T.,3,2011,2592509,24532,9860652
689,BILBAO,3,2011,325558,4871,253901
690,BURGOS,3,2011,3140,227,0
691,CEUTA-HELIPUERTO,3,2011,4948,490,152
692,CORDOBA,3,2011,352,636,0
693,EL HIERRO,3,2011,13811,354,11776
694,FGL GRANADA-JAEN,3,2011,85010,1098,3793
695,FUERTEVENTURA,3,2011,452199,3808,150036
696,GIRONA-COSTA BRAVA,3,2011,269697,2561,19564
697,GRAN CANARIA,3,2011,1025127,10219,2241609
698,HUESCA-PIRINEOS,3,2011,341,301,0
699,IBIZA,3,2011,160583,2484,172901
700,JEREZ DE LA FRONTERA,3,2011,83979,3694,9841
701,LA GOMERA,3,2011,2306,134,839
702,LA PALMA,3,2011,96257,1758,83819
703,LANZAROTE-CESAR MANRIQUE,3,2011,485062,4210,231961
704,LEON,3,2011,6647,297,776
705,LOGROÑO,3,2011,1361,182,0
706,MADRID-CUATRO VIENTOS,3,2011,16,3830,0
707,MADRID-TORREJON,3,2011,2571,1063,0
708,MALAGA-COSTA DEL SOL,3,2011,868628,7657,283612
709,MELILLA,3,2011,23779,724,24927
710,MENORCA,3,2011,84765,1387,150656
711,MURCIA-SAN JAVIER,3,2011,57988,715,141
712,PALMA DE MALLORCA,3,2011,1038513,10012,1293026
713,PAMPLONA,3,2011,21927,870,1355
714,REUS,3,2011,42997,1664,1862
715,SABADELL,3,2011,0,2847,0
716,SALAMANCA,3,2011,2441,909,0
717,SAN SEBASTIAN,3,2011,21449,780,1670
718,SANTIAGO-ROSALIA DE CASTRO,3,2011,197130,1950,178738
719,SEVE BALLESTEROS-SANTANDER,3,2011,81799,1462,495
720,SEVILLA,3,2011,446572,5328,613349
721,SON BONET,3,2011,0,902,0
722,TENERIFE NORTE-C. LA LAGUNA,3,2011,336492,5303,1312767
723,TENERIFE SUR,3,2011,837057,5608,408060
724,VALENCIA,3,2011,421851,6418,1018823
725,VALLADOLID,3,2011,39587,755,6188
726,VIGO,3,2011,81444,1228,164358
727,VITORIA,3,2011,4504,575,3097661
728,ZARAGOZA,3,2011,65875,1080,3305719
729,A CORUÑA,4,2011,91795,1615,21026
730,ADOLFO SUAREZ MADRID-BARAJAS,4,2011,4292285,36280,30685061
731,ALBACETE,4,2011,783,76,0
732,ALGECIRAS-HELIPUERTO,4,2011,2140,210,0
733,ALICANTE-ELCHE,4,2011,900511,7010,220484
734,ALMERIA,4,2011,82071,1268,167
735,ASTURIAS,4,2011,123355,1393,12974
736,BADAJOZ,4,2011,4730,191,0
737,BARCELONA-EL PRAT J.T.,4,2011,2880065,25473,8369809
738,BILBAO,4,2011,346129,4846,218969
739,BURGOS,4,2011,3739,345,0
740,CEUTA-HELIPUERTO,4,2011,4171,434,230
741,CORDOBA,4,2011,413,544,0
742,EL HIERRO,4,2011,14268,374,12048
743,FGL GRANADA-JAEN,4,2011,84892,1103,2341
744,FUERTEVENTURA,4,2011,456200,3954,145599
745,GIRONA-COSTA BRAVA,4,2011,305522,2752,2937
746,GRAN CANARIA,4,2011,930592,9522,1990054
747,HUESCA-PIRINEOS,4,2011,37,428,0
748,IBIZA,4,2011,266241,3468,185813
749,JEREZ DE LA FRONTERA,4,2011,92999,2516,8338
750,LA GOMERA,4,2011,2826,150,734
751,LA PALMA,4,2011,91519,1638,71063
752,LANZAROTE-CESAR MANRIQUE,4,2011,502451,4386,235004
753,LEON,4,2011,7810,426,2919
754,LOGROÑO,4,2011,1186,143,0
755,MADRID-CUATRO VIENTOS,4,2011,36,4202,0
756,MADRID-TORREJON,4,2011,2559,978,0
757,MALAGA-COSTA DEL SOL,4,2011,1200742,9863,244993
758,MELILLA,4,2011,26439,736,24597
759,MENORCA,4,2011,106203,1624,141996
760,MURCIA-SAN JAVIER,4,2011,126675,1253,168
761,PALMA DE MALLORCA,4,2011,1648867,14275,1317503
762,PAMPLONA,4,2011,20623,904,5199
763,REUS,4,2011,126114,1995,252
764,SABADELL,4,2011,0,3091,0
765,SALAMANCA,4,2011,2904,845,0
766,SAN SEBASTIAN,4,2011,20884,849,348
767,SANTIAGO-ROSALIA DE CASTRO,4,2011,230221,2028,163074
768,SEVE BALLESTEROS-SANTANDER,4,2011,99513,1465,0
769,SEVILLA,4,2011,457797,4590,408330
770,SON BONET,4,2011,0,1413,0
771,TENERIFE NORTE-C. LA LAGUNA,4,2011,340277,5102,1055109
772,TENERIFE SUR,4,2011,834409,5608,394963
773,VALENCIA,4,2011,436897,5890,814939
774,VALLADOLID,4,2011,44990,825,30
775,VIGO,4,2011,83879,1188,126831
776,VITORIA,4,2011,4640,558,2944941
777,ZARAGOZA,4,2011,73371,1009,3585439
778,A CORUÑA,5,2011,92905,1535,16678
779,ADOLFO SUAREZ MADRID-BARAJAS,5,2011,4214275,37542,32933479
780,ALBACETE,5,2011,858,103,0
781,ALGECIRAS-HELIPUERTO,5,2011,1964,216,0
782,ALICANTE-ELCHE,5,2011,945845,7513,385129
783,ALMERIA,5,2011,68772,1420,457
784,ASTURIAS,5,2011,112242,1320,8639
785,BADAJOZ,5,2011,5034,239,0
786,BARCELONA-EL PRAT J.T.,5,2011,3072750,27724,8883794
787,BILBAO,5,2011,344750,5010,248252
788,BURGOS,5,2011,2726,352,0
789,CEUTA-HELIPUERTO,5,2011,4042,451,68
790,CORDOBA,5,2011,827,685,0
791,EL HIERRO,5,2011,15302,410,11038
792,FGL GRANADA-JAEN,5,2011,80606,1196,4051
793,FUERTEVENTURA,5,2011,355695,3504,134483
794,GIRONA-COSTA BRAVA,5,2011,277291,2702,410
795,GRAN CANARIA,5,2011,707652,8501,1924756
796,HUESCA-PIRINEOS,5,2011,9,334,0
797,IBIZA,5,2011,489380,5956,248694
798,JEREZ DE LA FRONTERA,5,2011,97803,3425,9863
799,LA GOMERA,5,2011,2765,142,614
800,LA PALMA,5,2011,83998,1570,65247
801,LANZAROTE-CESAR MANRIQUE,5,2011,408834,3966,287124
802,LEON,5,2011,5924,344,255
803,LOGROÑO,5,2011,1746,250,0
804,MADRID-CUATRO VIENTOS,5,2011,39,4435,0
805,MADRID-TORREJON,5,2011,2926,1185,0
806,MALAGA-COSTA DEL SOL,5,2011,1240106,10392,245431
807,MELILLA,5,2011,23719,794,25577
808,MENORCA,5,2011,218007,2552,180346
809,MURCIA-SAN JAVIER,5,2011,138772,1325,310
810,PALMA DE MALLORCA,5,2011,2340974,18867,1397741
811,PAMPLONA,5,2011,23945,1047,0
812,REUS,5,2011,177193,2543,60
813,SABADELL,5,2011,0,3878,0
814,SALAMANCA,5,2011,2479,1254,0
815,SAN SEBASTIAN,5,2011,24471,1042,995
816,SANTIAGO-ROSALIA DE CASTRO,5,2011,212390,1912,160583
817,SEVE BALLESTEROS-SANTANDER,5,2011,103174,1621,0
818,SEVILLA,5,2011,461462,5048,422116
819,SON BONET,5,2011,0,1340,0
820,TENERIFE NORTE-C. LA LAGUNA,5,2011,329782,5172,1462346
821,TENERIFE SUR,5,2011,560201,4207,391455
822,VALENCIA,5,2011,426354,6118,851592
823,VALLADOLID,5,2011,46598,868,919
824,VIGO,5,2011,93227,1318,52928
825,VITORIA,5,2011,1981,728,3144681
826,ZARAGOZA,5,2011,62873,1104,3301454
827,A CORUÑA,6,2011,87775,1375,15306
828,ADOLFO SUAREZ MADRID-BARAJAS,6,2011,4389187,37148,31586430
829,ALBACETE,6,2011,738,86,0
830,ALGECIRAS-HELIPUERTO,6,2011,1901,202,0
831,ALICANTE-ELCHE,6,2011,1007220,7588,394939
832,ALMERIA,6,2011,74228,1429,649
833,ASTURIAS,6,2011,120546,1335,9794
834,BADAJOZ,6,2011,4783,315,0
835,BARCELONA-EL PRAT J.T.,6,2011,3234352,27563,7641696
836,BILBAO,6,2011,378786,5139,245480
837,BURGOS,6,2011,3275,354,0
838,CEUTA-HELIPUERTO,6,2011,4040,440,62
839,CORDOBA,6,2011,789,785,0
840,EL HIERRO,6,2011,14442,360,10812
841,FGL GRANADA-JAEN,6,2011,74450,1158,1468
842,FUERTEVENTURA,6,2011,372737,3500,119249
843,GIRONA-COSTA BRAVA,6,2011,298107,2677,2011
844,GRAN CANARIA,6,2011,725124,8252,1813514
845,HUESCA-PIRINEOS,6,2011,9,377,0
846,IBIZA,6,2011,800374,7790,311836
847,JEREZ DE LA FRONTERA,6,2011,110189,3919,3941
848,LA GOMERA,6,2011,3097,142,577
849,LA PALMA,6,2011,79642,1540,62156
850,LANZAROTE-CESAR MANRIQUE,6,2011,434054,3935,283462
851,LEON,6,2011,5939,368,230
852,LOGROÑO,6,2011,1746,271,0
853,MADRID-CUATRO VIENTOS,6,2011,34,4188,0
854,MADRID-TORREJON,6,2011,2496,1038,0
855,MALAGA-COSTA DEL SOL,6,2011,1305032,10587,270682
856,MELILLA,6,2011,24978,784,23561
857,MENORCA,6,2011,353469,3366,206350
858,MURCIA-SAN JAVIER,6,2011,158059,1505,94
859,PALMA DE MALLORCA,6,2011,2839296,20675,1505211
860,PAMPLONA,6,2011,21403,976,6021
861,REUS,6,2011,195329,2393,151
862,SABADELL,6,2011,0,3036,0
863,SALAMANCA,6,2011,2960,1424,0
864,SAN SEBASTIAN,6,2011,24874,1034,2035
865,SANTIAGO-ROSALIA DE CASTRO,6,2011,218315,2018,166339
866,SEVE BALLESTEROS-SANTANDER,6,2011,106717,1577,0
867,SEVILLA,6,2011,422894,4901,436690
868,SON BONET,6,2011,0,1375,0
869,TENERIFE NORTE-C. LA LAGUNA,6,2011,341524,5221,1356097
870,TENERIFE SUR,6,2011,571406,3983,332459
871,VALENCIA,6,2011,445970,6263,1029025
872,VALLADOLID,6,2011,40055,845,6119
873,VIGO,6,2011,89568,1280,50861
874,VITORIA,6,2011,310,671,3104117
875,ZARAGOZA,6,2011,63059,1168,3486912
876,A CORUÑA,7,2011,96385,1454,26901
877,ADOLFO SUAREZ MADRID-BARAJAS,7,2011,4898507,38011,32923346
878,ALBACETE,7,2011,933,99,0
879,ALGECIRAS-HELIPUERTO,7,2011,2225,214,0
880,ALICANTE-ELCHE,7,2011,1174540,8345,236533
881,ALMERIA,7,2011,83183,1404,853
882,ASTURIAS,7,2011,131359,1329,14008
883,BADAJOZ,7,2011,5015,361,0
884,BARCELONA-EL PRAT J.T.,7,2011,3607572,28617,8449957
885,BILBAO,7,2011,430811,5126,216157
886,BURGOS,7,2011,4194,477,0
887,CEUTA-HELIPUERTO,7,2011,4130,428,20
888,CORDOBA,7,2011,834,580,0
889,EL HIERRO,7,2011,16094,404,11840
890,FGL GRANADA-JAEN,7,2011,73111,1195,4245
891,FUERTEVENTURA,7,2011,462538,4028,116398
892,GIRONA-COSTA BRAVA,7,2011,352891,2910,615
893,GRAN CANARIA,7,2011,853412,8963,1894942
894,HUESCA-PIRINEOS,7,2011,15,234,0
895,IBIZA,7,2011,1068385,10677,350675
896,JEREZ DE LA FRONTERA,7,2011,120043,4143,339
897,LA GOMERA,7,2011,3057,177,710
898,LA PALMA,7,2011,97554,1644,57431
899,LANZAROTE-CESAR MANRIQUE,7,2011,529783,4563,279112
900,LEON,7,2011,9966,420,350
901,LOGROÑO,7,2011,1539,303,0
902,MADRID-CUATRO VIENTOS,7,2011,89,4256,0
903,MADRID-TORREJON,7,2011,2713,1033,0
904,MALAGA-COSTA DEL SOL,7,2011,1525064,12082,294709
905,MELILLA,7,2011,26743,813,20837
906,MENORCA,7,2011,496787,4413,248452
907,MURCIA-SAN JAVIER,7,2011,179657,1615,20
908,PALMA DE MALLORCA,7,2011,3403098,24009,1581423
909,PAMPLONA,7,2011,23335,820,1087
910,REUS,7,2011,226128,2647,952
911,SABADELL,7,2011,0,3030,0
912,SALAMANCA,7,2011,5471,1378,0
913,SAN SEBASTIAN,7,2011,22337,866,316
914,SANTIAGO-ROSALIA DE CASTRO,7,2011,257470,2104,126422
915,SEVE BALLESTEROS-SANTANDER,7,2011,118427,1649,0
916,SEVILLA,7,2011,477867,5014,435204
917,SON BONET,7,2011,0,1629,0
918,TENERIFE NORTE-C. LA LAGUNA,7,2011,389643,5419,1342456
919,TENERIFE SUR,7,2011,709554,4546,310755
920,VALENCIA,7,2011,525063,6483,923921
921,VALLADOLID,7,2011,46507,927,11561
922,VIGO,7,2011,95275,1304,85369
923,VITORIA,7,2011,344,669,3027096
924,ZARAGOZA,7,2011,79034,1173,4245068
925,A CORUÑA,8,2011,86724,1395,27565
926,ADOLFO SUAREZ MADRID-BARAJAS,8,2011,4778252,36770,28576450
927,ALBACETE,8,2011,1699,62,0
928,ALGECIRAS-HELIPUERTO,8,2011,1986,202,0
929,ALICANTE-ELCHE,8,2011,1164919,8224,200467
930,ALMERIA,8,2011,85931,1347,3043
931,ASTURIAS,8,2011,126515,1268,15339
932,BADAJOZ,8,2011,7138,300,0
933,BARCELONA-EL PRAT J.T.,8,2011,3623889,27546,6847438
934,BILBAO,8,2011,405763,4534,170765
935,BURGOS,8,2011,5329,562,0
936,CEUTA-HELIPUERTO,8,2011,3420,402,23
937,CORDOBA,8,2011,791,578,0
938,EL HIERRO,8,2011,17744,392,12388
939,FGL GRANADA-JAEN,8,2011,72085,1079,1187
940,FUERTEVENTURA,8,2011,502899,4376,126031
941,GIRONA-COSTA BRAVA,8,2011,358356,2791,0
942,GRAN CANARIA,8,2011,883040,9212,1798002
943,HUESCA-PIRINEOS,8,2011,0,272,0
944,IBIZA,8,2011,1136135,11295,331929
945,JEREZ DE LA FRONTERA,8,2011,124509,4545,3002
946,LA GOMERA,8,2011,3715,155,545
947,LA PALMA,8,2011,106317,1790,59707
948,LANZAROTE-CESAR MANRIQUE,8,2011,556341,4649,228356
949,LEON,8,2011,13246,436,298
950,LOGROÑO,8,2011,1508,213,0
951,MADRID-CUATRO VIENTOS,8,2011,13,2102,0
952,MADRID-TORREJON,8,2011,1278,636,0
953,MALAGA-COSTA DEL SOL,8,2011,1531782,11873,238985
954,MELILLA,8,2011,20085,668,17395
955,MENORCA,8,2011,540363,4896,283952
956,MURCIA-SAN JAVIER,8,2011,183690,1592,32
957,PALMA DE MALLORCA,8,2011,3464964,24040,1489833
958,PAMPLONA,8,2011,15048,608,133
959,REUS,8,2011,227923,2219,936
960,SABADELL,8,2011,0,2717,0
961,SALAMANCA,8,2011,6537,1486,0
962,SAN SEBASTIAN,8,2011,17307,691,433
963,SANTIAGO-ROSALIA DE CASTRO,8,2011,267030,2163,115308
964,SEVE BALLESTEROS-SANTANDER,8,2011,114782,1539,0
965,SEVILLA,8,2011,480877,4349,355912
966,SON BONET,8,2011,0,2364,0
967,TENERIFE NORTE-C. LA LAGUNA,8,2011,404526,5610,1415270
968,TENERIFE SUR,8,2011,732739,4580,341654
969,VALENCIA,8,2011,550245,6213,747355
970,VALLADOLID,8,2011,48558,762,1744
971,VIGO,8,2011,92728,1182,81671
972,VITORIA,8,2011,554,558,2490124
973,ZARAGOZA,8,2011,84167,1172,5601286
974,A CORUÑA,9,2011,86589,1475,26474
975,ADOLFO SUAREZ MADRID-BARAJAS,9,2011,4515923,37421,32708895
976,ALBACETE,9,2011,652,82,0
977,ALGECIRAS-HELIPUERTO,9,2011,2222,218,0
978,ALICANTE-ELCHE,9,2011,1050427,7485,216373
979,ALMERIA,9,2011,73057,1286,1192
980,ASTURIAS,9,2011,130346,1376,13515
981,BADAJOZ,9,2011,4254,252,0
982,BARCELONA-EL PRAT J.T.,9,2011,3338101,27534,7945528
983,BILBAO,9,2011,385904,4900,236979
984,BURGOS,9,2011,3268,425,0
985,CEUTA-HELIPUERTO,9,2011,4171,440,86
986,CORDOBA,9,2011,685,548,0
987,EL HIERRO,9,2011,15272,410,11371
988,FGL GRANADA-JAEN,9,2011,72267,1076,3540
989,FUERTEVENTURA,9,2011,417140,3777,139932
990,GIRONA-COSTA BRAVA,9,2011,305621,2366,1256
991,GRAN CANARIA,9,2011,760141,8539,1865197
992,HUESCA-PIRINEOS,9,2011,4,223,0
993,IBIZA,9,2011,852252,7967,270929
994,JEREZ DE LA FRONTERA,9,2011,114232,4060,2
995,LA GOMERA,9,2011,3069,150,664
996,LA PALMA,9,2011,91490,1631,62508
997,LANZAROTE-CESAR MANRIQUE,9,2011,493708,4213,237101
998,LEON,9,2011,7675,413,279
999,LOGROÑO,9,2011,2018,266,0
1000,MADRID-CUATRO VIENTOS,9,2011,29,3908,0
1001,MADRID-TORREJON,9,2011,2118,954,0
1002,MALAGA-COSTA DEL SOL,9,2011,1374463,10453,220037
1003,MELILLA,9,2011,22904,765,20674
1004,MENORCA,9,2011,366229,3293,206031
1005,MURCIA-SAN JAVIER,9,2011,161553,1383,255
1006,PALMA DE MALLORCA,9,2011,2942895,20760,1485195
1007,PAMPLONA,9,2011,22034,912,1343
1008,REUS,9,2011,186407,2124,379
1009,SABADELL,9,2011,0,2877,0
1010,SALAMANCA,9,2011,4138,1327,0
1011,SAN SEBASTIAN,9,2011,23214,980,22060
1012,SANTIAGO-ROSALIA DE CASTRO,9,2011,238030,2087,132481
1013,SEVE BALLESTEROS-SANTANDER,9,2011,108792,1542,0
1014,SEVILLA,9,2011,455072,4806,432484
1015,SON BONET,9,2011,0,1616,0
1016,TENERIFE NORTE-C. LA LAGUNA,9,2011,364247,5410,1421680
1017,TENERIFE SUR,9,2011,656667,4166,367135
1018,VALENCIA,9,2011,465588,5982,953275
1019,VALLADOLID,9,2011,42671,853,2645
1020,VIGO,9,2011,84531,1204,71070
1021,VITORIA,9,2011,550,702,3109776
1022,ZARAGOZA,9,2011,65237,1066,4940953
1023,A CORUÑA,10,2011,83463,1335,20583
1024,ADOLFO SUAREZ MADRID-BARAJAS,10,2011,4309183,36763,36305366
1025,ALBACETE,10,2011,139,43,0
1026,ALGECIRAS-HELIPUERTO,10,2011,1749,208,0
1027,ALICANTE-ELCHE,10,2011,989476,7328,206691
1028,ALMERIA,10,2011,63576,1221,635
1029,ASTURIAS,10,2011,108259,1337,23457
1030,BADAJOZ,10,2011,4418,278,0
1031,BARCELONA-EL PRAT J.T.,10,2011,3064552,26590,7994300
1032,BILBAO,10,2011,343962,4666,224708
1033,BURGOS,10,2011,2862,428,0
1034,CEUTA-HELIPUERTO,10,2011,3454,424,94
1035,CORDOBA,10,2011,1047,690,0
1036,EL HIERRO,10,2011,13682,440,11560
1037,FGL GRANADA-JAEN,10,2011,67995,1147,2852
1038,FUERTEVENTURA,10,2011,452367,3933,114006
1039,GIRONA-COSTA BRAVA,10,2011,262652,2378,1380
1040,GRAN CANARIA,10,2011,897776,9617,2055390
1041,HUESCA-PIRINEOS,10,2011,0,222,0
1042,IBIZA,10,2011,427673,4691,286306
1043,JEREZ DE LA FRONTERA,10,2011,99657,4057,386
1044,LA GOMERA,10,2011,3111,151,753
1045,LA PALMA,10,2011,85222,1669,64821
1046,LANZAROTE-CESAR MANRIQUE,10,2011,490740,4285,239032
1047,LEON,10,2011,6295,374,250
1048,LOGROÑO,10,2011,2015,275,0
1049,MADRID-CUATRO VIENTOS,10,2011,26,3967,0
1050,MADRID-TORREJON,10,2011,2393,1053,0
1051,MALAGA-COSTA DEL SOL,10,2011,1271371,9938,285410
1052,MELILLA,10,2011,24938,764,23575
1053,MENORCA,10,2011,159767,2019,151884
1054,MURCIA-SAN JAVIER,10,2011,130620,1294,158
1055,PALMA DE MALLORCA,10,2011,2220290,17374,1292758
